checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_rate,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,default
< 0 DM,36,Existing paid,Furniture/Equipment,3620,< 100 DM,1 - 4 years,1,Male : Single,Guarantor,2,Building society savings / Life insurance,37,None,Own,1,Skilled employee,2,No,Yes,0
< 0 DM,15,Existing paid,Car (new),1721,< 100 DM,< 1 year,2,Male : Single,None,3,Real estate,36,None,Own,1,Skilled employee,1,No,Yes,0
0 - 200 DM,12,Existing paid,Furniture/Equipment,3017,< 100 DM,< 1 year,3,Female : Divorced/Separated/Married,None,1,Real estate,34,None,Rent,1,Management / Highly qualified,1,No,Yes,0
0 - 200 DM,12,Existing paid,Retraining,754,Unknown / No savings,>= 7 years,4,Male : Single,None,4,Building society savings / Life insurance,38,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,18,Existing paid,Business,1950,< 100 DM,4 - 7 years,4,Male : Single,None,1,Car or other,34,Stores,Own,2,Skilled employee,1,Yes,Yes,0
< 0 DM,24,Existing paid,Car (used),2924,< 100 DM,1 - 4 years,3,Male : Single,Guarantor,4,Unknown / No property,63,Bank,Own,1,Skilled employee,2,Yes,Yes,0
< 0 DM,24,Delay in past,Radio/TV,1659,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,2,Car or other,29,None,Rent,1,Unskilled - resident,1,Yes,Yes,1
No checking account,48,Delay in past,Radio/TV,7238,Unknown / No savings,>= 7 years,3,Male : Single,None,3,Car or other,32,Bank,Own,2,Skilled employee,2,No,Yes,0
No checking account,33,Delay in past,Business,2764,< 100 DM,1 - 4 years,2,Female : Divorced/Separated/Married,None,2,Car or other,26,None,Own,2,Skilled employee,1,Yes,Yes,0
No checking account,24,Delay in past,Car (used),4679,< 100 DM,4 - 7 years,3,Male : Single,None,3,Car or other,35,None,Own,2,Unskilled - resident,1,Yes,Yes,0
0 - 200 DM,24,Existing paid,Radio/TV,3092,100 - 500 DM,< 1 year,3,Male : Married/Widowed,None,2,Car or other,22,None,Rent,1,Skilled employee,1,Yes,Yes,1
< 0 DM,6,Existing paid,Education,448,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,23,None,Own,1,Skilled employee,1,No,Yes,1
< 0 DM,9,Existing paid,Car (new),654,< 100 DM,1 - 4 years,4,Male : Single,None,3,Car or other,28,None,Own,1,Unskilled - resident,1,No,Yes,1
No checking account,6,Existing paid,Retraining,1238,Unknown / No savings,Unemployed,4,Male : Single,None,4,Building society savings / Life insurance,36,None,Own,1,Management / Highly qualified,2,Yes,Yes,0
0 - 200 DM,18,Critical account,Radio/TV,1245,< 100 DM,1 - 4 years,4,Male : Married/Widowed,None,2,Car or other,33,None,Own,1,Skilled employee,1,No,Yes,1
< 0 DM,18,No credits / All paid,Furniture/Equipment,3114,< 100 DM,< 1 year,1,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,26,None,Rent,1,Skilled employee,1,No,Yes,1
No checking account,39,Existing paid,Car (used),2569,500 - 1000 DM,1 - 4 years,4,Male : Single,None,4,Car or other,24,None,Own,1,Skilled employee,1,No,Yes,0
>= 200 DM,24,Existing paid,Radio/TV,5152,< 100 DM,4 - 7 years,4,Male : Single,None,2,Car or other,25,Bank,Own,1,Skilled employee,1,No,Yes,0
0 - 200 DM,12,Existing paid,Business,1037,100 - 500 DM,4 - 7 years,3,Male : Single,None,4,Real estate,39,None,Own,1,Unskilled - resident,1,No,Yes,0
< 0 DM,15,Critical account,Furniture/Equipment,1478,< 100 DM,>= 7 years,4,Male : Single,None,4,Car or other,44,None,Own,2,Skilled employee,2,Yes,Yes,0
0 - 200 DM,12,Critical account,Radio/TV,3573,< 100 DM,1 - 4 years,1,Female : Divorced/Separated/Married,None,1,Real estate,23,None,Own,1,Unskilled - resident,1,No,Yes,0
0 - 200 DM,24,Existing paid,Car (new),1201,< 100 DM,< 1 year,4,Male : Single,None,1,Building society savings / Life insurance,26,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,30,Existing paid,Furniture/Equipment,3622,>= 1000 DM,>= 7 years,4,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,57,None,Rent,2,Skilled employee,1,Yes,Yes,0
No checking account,15,Delay in past,Furniture/Equipment,960,>= 1000 DM,4 - 7 years,3,Female : Divorced/Separated/Married,None,2,Building society savings / Life insurance,30,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,12,Critical account,Car (new),1163,500 - 1000 DM,1 - 4 years,4,Male : Single,None,4,Real estate,44,None,Own,1,Skilled employee,1,Yes,Yes,0
0 - 200 DM,6,Delay in past,Car (new),1209,< 100 DM,Unemployed,4,Male : Single,None,4,Building society savings / Life insurance,47,None,Own,1,Management / Highly qualified,1,Yes,Yes,1
No checking account,12,Existing paid,Radio/TV,3077,< 100 DM,1 - 4 years,2,Male : Single,None,4,Car or other,52,None,Own,1,Skilled employee,1,Yes,Yes,0
No checking account,24,Existing paid,Car (new),3757,< 100 DM,>= 7 years,4,Female : Divorced/Separated/Married,Co-applicant,4,Unknown / No property,62,None,Free,1,Skilled employee,1,Yes,Yes,0
No checking account,10,Existing paid,Car (new),1418,100 - 500 DM,1 - 4 years,3,Male : Single,None,2,Real estate,35,None,Rent,1,Unskilled - resident,1,No,No,0
No checking account,6,Existing paid,Car (new),3518,< 100 DM,1 - 4 years,2,Male : Single,Guarantor,3,Building society savings / Life insurance,26,None,Rent,1,Skilled employee,1,No,Yes,0
No checking account,12,Critical account,Radio/TV,1934,< 100 DM,>= 7 years,2,Male : Single,None,2,Unknown / No property,26,None,Own,2,Skilled employee,1,No,Yes,0
0 - 200 DM,27,No credits / All paid,Business,8318,< 100 DM,>= 7 years,2,Female : Divorced/Separated/Married,None,4,Unknown / No property,42,None,Free,2,Management / Highly qualified,1,Yes,Yes,1
No checking account,6,Critical account,Radio/TV,1237,100 - 500 DM,1 - 4 years,1,Female : Divorced/Separated/Married,None,1,Building society savings / Life insurance,27,None,Own,2,Skilled employee,1,No,Yes,0
0 - 200 DM,6,Existing paid,Radio/TV,368,Unknown / No savings,>= 7 years,4,Male : Single,None,4,Building society savings / Life insurance,38,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,12,Critical account,Car (new),2122,< 100 DM,1 - 4 years,3,Male : Single,None,2,Real estate,39,None,Rent,2,Unskilled - resident,2,No,No,0
< 0 DM,24,Existing paid,Furniture/Equipment,2996,Unknown / No savings,1 - 4 years,2,Male : Married/Widowed,None,4,Car or other,20,None,Own,1,Skilled employee,1,No,Yes,1
0 - 200 DM,36,Existing paid,Furniture/Equipment,9034,100 - 500 DM,< 1 year,4,Male : Single,Co-applicant,1,Unknown / No property,29,None,Rent,1,Management / Highly qualified,1,Yes,Yes,1
No checking account,24,Critical account,Furniture/Equipment,1585,< 100 DM,4 - 7 years,4,Male : Single,None,3,Building society savings / Life insurance,40,None,Own,2,Skilled employee,1,No,Yes,0
0 - 200 DM,18,Existing paid,Radio/TV,1301,< 100 DM,>= 7 years,4,Male : Married/Widowed,Guarantor,2,Real estate,32,None,Own,1,Unskilled - resident,1,No,Yes,0
>= 200 DM,6,Critical account,Car (new),1323,100 - 500 DM,>= 7 years,2,Male : Divorced/Separated,None,4,Car or other,28,None,Own,2,Skilled employee,2,Yes,Yes,0
< 0 DM,24,Existing paid,Car (new),3123,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,1,Building society savings / Life insurance,27,None,Own,1,Skilled employee,1,No,Yes,1
< 0 DM,36,Existing paid,Car (used),5493,< 100 DM,>= 7 years,2,Male : Single,None,4,Unknown / No property,42,None,Free,1,Skilled employee,2,No,Yes,0
>= 200 DM,9,Existing paid,Radio/TV,1126,100 - 500 DM,>= 7 years,2,Male : Divorced/Separated,None,4,Real estate,49,None,Own,1,Skilled employee,1,No,Yes,0
0 - 200 DM,24,Critical account,Radio/TV,1216,100 - 500 DM,< 1 year,4,Male : Single,None,4,Unknown / No property,38,Bank,Own,2,Skilled employee,2,No,Yes,1
< 0 DM,24,Existing paid,Car (new),1207,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,24,None,Rent,1,Skilled employee,1,No,Yes,1
No checking account,10,Existing paid,Car (new),1309,Unknown / No savings,1 - 4 years,4,Male : Single,Guarantor,4,Building society savings / Life insurance,27,None,Own,1,Unskilled - resident,1,No,Yes,1
>= 200 DM,15,Critical account,Car (used),2360,500 - 1000 DM,1 - 4 years,2,Male : Single,None,2,Car or other,36,None,Own,1,Skilled employee,1,Yes,Yes,0
0 - 200 DM,15,All paid this bank,Car (new),6850,100 - 500 DM,Unemployed,1,Male : Single,None,2,Building society savings / Life insurance,34,None,Own,1,Management / Highly qualified,2,Yes,Yes,1
No checking account,24,Existing paid,Radio/TV,1413,< 100 DM,1 - 4 years,4,Male : Married/Widowed,None,2,Building society savings / Life insurance,28,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,39,Existing paid,Car (used),8588,100 - 500 DM,>= 7 years,4,Male : Single,None,2,Car or other,45,None,Own,1,Management / Highly qualified,1,Yes,Yes,0
< 0 DM,12,Existing paid,Car (new),759,< 100 DM,4 - 7 years,4,Male : Single,None,2,Real estate,26,None,Own,1,Skilled employee,1,No,Yes,1
No checking account,36,Existing paid,Car (used),4686,< 100 DM,1 - 4 years,2,Male : Single,None,2,Unknown / No property,32,None,Free,1,Management / Highly qualified,1,Yes,Yes,0
>= 200 DM,15,Existing paid,Business,2687,< 100 DM,4 - 7 years,2,Male : Single,None,4,Building society savings / Life insurance,26,None,Rent,1,Skilled employee,1,Yes,Yes,0
0 - 200 DM,12,Delay in past,Radio/TV,585,< 100 DM,1 - 4 years,4,Male : Married/Widowed,Co-applicant,4,Real estate,20,None,Rent,2,Skilled employee,1,No,Yes,0
No checking account,24,Existing paid,Car (new),2255,Unknown / No savings,< 1 year,4,Male : Single,None,1,Building society savings / Life insurance,54,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,6,Critical account,Car (new),609,< 100 DM,4 - 7 years,4,Female : Divorced/Separated/Married,None,3,Building society savings / Life insurance,37,None,Own,2,Skilled employee,1,No,No,0
< 0 DM,6,Critical account,Car (new),1361,< 100 DM,< 1 year,2,Male : Single,None,4,Real estate,40,None,Own,1,Unskilled - resident,2,No,No,0
No checking account,36,Critical account,Furniture/Equipment,7127,< 100 DM,< 1 year,2,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,23,None,Rent,2,Skilled employee,1,Yes,Yes,1
< 0 DM,6,Existing paid,Car (new),1203,100 - 500 DM,>= 7 years,3,Male : Single,None,2,Building society savings / Life insurance,43,None,Own,1,Skilled employee,1,Yes,Yes,0
No checking account,6,Critical account,Radio/TV,700,Unknown / No savings,>= 7 years,4,Male : Single,None,4,Unknown / No property,36,None,Free,2,Skilled employee,1,No,Yes,0
No checking account,24,Critical account,Repairs,5507,< 100 DM,>= 7 years,3,Male : Single,None,4,Unknown / No property,44,None,Free,2,Skilled employee,1,No,Yes,0
< 0 DM,18,Existing paid,Radio/TV,3190,< 100 DM,1 - 4 years,2,Female : Divorced/Separated/Married,None,2,Real estate,24,None,Own,1,Skilled employee,1,No,Yes,1
< 0 DM,48,No credits / All paid,Furniture/Equipment,7119,< 100 DM,1 - 4 years,3,Male : Single,None,4,Unknown / No property,53,None,Free,2,Skilled employee,2,No,Yes,1
No checking account,24,Existing paid,Car (used),3488,100 - 500 DM,4 - 7 years,3,Female : Divorced/Separated/Married,None,4,Car or other,23,None,Own,1,Skilled employee,1,No,Yes,0
0 - 200 DM,18,Existing paid,Radio/TV,1113,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,Guarantor,4,Real estate,26,None,Own,1,Unskilled - resident,2,No,Yes,0
0 - 200 DM,26,Existing paid,Car (used),7966,< 100 DM,< 1 year,2,Male : Single,None,3,Car or other,30,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,15,Critical account,Education,1532,100 - 500 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,3,Car or other,31,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,4,Critical account,Radio/TV,1503,< 100 DM,4 - 7 years,2,Male : Single,None,1,Real estate,42,None,Own,2,Unskilled - resident,2,No,Yes,0
< 0 DM,36,Existing paid,Radio/TV,2302,< 100 DM,1 - 4 years,4,Male : Divorced/Separated,None,4,Car or other,31,None,Rent,1,Skilled employee,1,No,Yes,1
< 0 DM,6,Existing paid,Car (new),662,< 100 DM,< 1 year,3,Male : Single,None,4,Real estate,41,None,Own,1,Unskilled - resident,2,Yes,Yes,0
0 - 200 DM,36,Existing paid,Education,2273,< 100 DM,4 - 7 years,3,Male : Single,None,1,Car or other,32,None,Own,2,Skilled employee,2,No,Yes,0
0 - 200 DM,15,Existing paid,Car (new),2631,100 - 500 DM,1 - 4 years,2,Female : Divorced/Separated/Married,None,4,Car or other,28,None,Rent,2,Skilled employee,1,Yes,Yes,1
No checking account,12,Delay in past,Car (used),1503,< 100 DM,1 - 4 years,4,Male : Married/Widowed,None,4,Real estate,41,None,Rent,1,Skilled employee,1,No,Yes,0
No checking account,24,Existing paid,Radio/TV,1311,100 - 500 DM,4 - 7 years,4,Male : Married/Widowed,None,3,Building society savings / Life insurance,26,None,Own,1,Skilled employee,1,Yes,Yes,0
No checking account,24,Existing paid,Radio/TV,3105,Unknown / No savings,< 1 year,4,Male : Single,None,2,Car or other,25,None,Own,2,Skilled employee,1,No,Yes,0
>= 200 DM,21,Critical account,Education,2319,< 100 DM,< 1 year,2,Male : Divorced/Separated,None,1,Car or other,33,None,Rent,1,Skilled employee,1,No,Yes,1
< 0 DM,6,Existing paid,Car (new),1374,Unknown / No savings,Unemployed,4,Female : Divorced/Separated/Married,None,3,Building society savings / Life insurance,75,None,Own,1,Management / Highly qualified,1,Yes,Yes,0
0 - 200 DM,18,Critical account,Furniture/Equipment,3612,< 100 DM,>= 7 years,3,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,37,None,Own,1,Skilled employee,1,Yes,Yes,0
< 0 DM,48,Existing paid,Car (new),7763,< 100 DM,>= 7 years,4,Male : Single,None,4,Unknown / No property,42,Bank,Free,1,Management / Highly qualified,1,No,Yes,1
>= 200 DM,18,Existing paid,Furniture/Equipment,3049,< 100 DM,< 1 year,1,Female : Divorced/Separated/Married,None,1,Building society savings / Life insurance,45,Stores,Own,1,Unskilled - resident,1,No,Yes,0
0 - 200 DM,12,Existing paid,Radio/TV,1534,< 100 DM,< 1 year,1,Male : Married/Widowed,None,1,Real estate,23,None,Rent,1,Skilled employee,1,No,Yes,1
No checking account,24,Delay in past,Car (new),2032,< 100 DM,>= 7 years,4,Male : Single,None,4,Unknown / No property,60,None,Free,2,Skilled employee,1,Yes,Yes,0
< 0 DM,30,Existing paid,Furniture/Equipment,6350,Unknown / No savings,>= 7 years,4,Male : Single,None,4,Building society savings / Life insurance,31,None,Own,1,Skilled employee,1,No,Yes,1
>= 200 DM,18,Existing paid,Furniture/Equipment,2864,< 100 DM,1 - 4 years,2,Male : Single,None,1,Real estate,34,None,Own,1,Unskilled - resident,2,No,Yes,1
No checking account,12,Critical account,Car (new),1255,< 100 DM,>= 7 years,4,Male : Single,None,4,Real estate,61,None,Own,2,Unskilled - resident,1,No,Yes,0
< 0 DM,24,Delay in past,Car (new),1333,< 100 DM,Unemployed,4,Male : Single,None,2,Real estate,43,None,Free,2,Skilled employee,2,No,Yes,1
No checking account,24,Critical account,Car (new),2022,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,4,Car or other,37,None,Own,1,Skilled employee,1,Yes,Yes,0
No checking account,24,Existing paid,Radio/TV,1552,< 100 DM,4 - 7 years,3,Male : Single,None,1,Car or other,32,Bank,Own,1,Skilled employee,2,No,Yes,0
< 0 DM,12,All paid this bank,Radio/TV,626,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,4,Real estate,24,Bank,Own,1,Unskilled - resident,1,No,Yes,1
No checking account,48,Critical account,Car (used),8858,Unknown / No savings,4 - 7 years,2,Male : Single,None,1,Unknown / No property,35,None,Free,2,Skilled employee,1,Yes,Yes,0
No checking account,12,Critical account,Repairs,996,Unknown / No savings,4 - 7 years,4,Female : Divorced/Separated/Married,None,4,Real estate,23,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,6,All paid this bank,Radio/TV,1750,500 - 1000 DM,>= 7 years,2,Male : Single,None,4,Building society savings / Life insurance,45,Bank,Own,1,Unskilled - resident,2,No,Yes,0
< 0 DM,48,Existing paid,Radio/TV,6999,< 100 DM,4 - 7 years,1,Male : Married/Widowed,Guarantor,1,Real estate,34,None,Own,2,Skilled employee,1,Yes,Yes,1
0 - 200 DM,12,Critical account,Car (new),1995,100 - 500 DM,< 1 year,4,Male : Single,None,1,Car or other,27,None,Own,1,Skilled employee,1,No,Yes,0
0 - 200 DM,9,Existing paid,Education,1199,< 100 DM,4 - 7 years,4,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,67,None,Own,2,Management / Highly qualified,1,Yes,Yes,0
0 - 200 DM,12,Existing paid,Radio/TV,1331,< 100 DM,< 1 year,2,Male : Single,None,1,Car or other,22,Stores,Own,1,Skilled employee,1,No,Yes,1
0 - 200 DM,18,No credits / All paid,Car (new),2278,100 - 500 DM,< 1 year,3,Female : Divorced/Separated/Married,None,3,Car or other,28,None,Own,2,Skilled employee,1,No,Yes,1
No checking account,21,No credits / All paid,Car (new),5003,Unknown / No savings,1 - 4 years,1,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,29,Bank,Own,2,Skilled employee,1,Yes,Yes,1
< 0 DM,24,All paid this bank,Furniture/Equipment,3552,< 100 DM,4 - 7 years,3,Male : Single,None,4,Car or other,27,Bank,Own,1,Skilled employee,1,No,Yes,1
0 - 200 DM,18,Critical account,Furniture/Equipment,1928,< 100 DM,< 1 year,2,Male : Single,None,2,Real estate,31,None,Own,2,Unskilled - resident,1,No,Yes,1
< 0 DM,24,Existing paid,Car (used),2964,Unknown / No savings,>= 7 years,4,Male : Single,None,4,Unknown / No property,49,Bank,Free,1,Skilled employee,2,Yes,Yes,0
< 0 DM,24,All paid this bank,Radio/TV,1546,< 100 DM,4 - 7 years,4,Male : Single,Guarantor,4,Car or other,24,Bank,Rent,1,Unskilled - resident,1,No,Yes,1
>= 200 DM,6,Delay in past,Radio/TV,683,< 100 DM,< 1 year,2,Female : Divorced/Separated/Married,None,1,Building society savings / Life insurance,29,Bank,Own,1,Skilled employee,1,No,Yes,0
0 - 200 DM,36,Existing paid,Car (new),12389,Unknown / No savings,1 - 4 years,1,Male : Single,None,4,Unknown / No property,37,None,Free,1,Skilled employee,1,Yes,Yes,1
0 - 200 DM,24,Delay in past,Business,4712,Unknown / No savings,1 - 4 years,4,Male : Single,None,2,Building society savings / Life insurance,37,Bank,Own,2,Management / Highly qualified,1,Yes,Yes,0
0 - 200 DM,24,Delay in past,Radio/TV,1553,100 - 500 DM,4 - 7 years,3,Female : Divorced/Separated/Married,None,2,Building society savings / Life insurance,23,None,Rent,2,Skilled employee,1,Yes,Yes,0
< 0 DM,12,Existing paid,Car (new),1372,< 100 DM,4 - 7 years,2,Male : Divorced/Separated,None,3,Car or other,36,None,Own,1,Skilled employee,1,No,Yes,1
No checking account,24,Critical account,Radio/TV,2578,>= 1000 DM,>= 7 years,2,Male : Single,None,2,Car or other,34,None,Own,1,Skilled employee,1,No,Yes,0
0 - 200 DM,48,Existing paid,Radio/TV,3979,Unknown / No savings,4 - 7 years,4,Male : Single,None,1,Car or other,41,None,Own,2,Skilled employee,2,Yes,Yes,0
< 0 DM,48,Existing paid,Radio/TV,6758,< 100 DM,1 - 4 years,3,Female : Divorced/Separated/Married,None,2,Car or other,31,None,Own,1,Skilled employee,1,Yes,Yes,1
< 0 DM,24,Existing paid,Furniture/Equipment,3234,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,4,Real estate,23,None,Rent,1,Unskilled - resident,1,Yes,Yes,1
No checking account,30,Critical account,Radio/TV,5954,< 100 DM,4 - 7 years,3,Male : Single,Co-applicant,2,Car or other,38,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,24,Existing paid,Car (used),5433,Unknown / No savings,Unemployed,2,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,26,None,Rent,1,Management / Highly qualified,1,Yes,Yes,0
< 0 DM,15,Existing paid,Business,806,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,22,None,Own,1,Unskilled - resident,1,No,Yes,0
0 - 200 DM,9,Existing paid,Radio/TV,1082,< 100 DM,>= 7 years,4,Male : Single,None,4,Car or other,27,None,Own,2,Unskilled - resident,1,No,Yes,0
No checking account,15,Critical account,Furniture/Equipment,2788,< 100 DM,4 - 7 years,2,Female : Divorced/Separated/Married,Co-applicant,3,Car or other,24,Bank,Own,2,Skilled employee,1,No,Yes,0
0 - 200 DM,12,Existing paid,Radio/TV,2930,< 100 DM,4 - 7 years,2,Female : Divorced/Separated/Married,None,1,Real estate,27,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,24,Critical account,Education,1927,Unknown / No savings,1 - 4 years,3,Female : Divorced/Separated/Married,None,2,Car or other,33,None,Own,2,Skilled employee,1,Yes,Yes,0
0 - 200 DM,36,Critical account,Car (new),2820,< 100 DM,< 1 year,4,Male : Divorced/Separated,None,4,Car or other,27,None,Own,2,Skilled employee,1,No,Yes,1
No checking account,24,Existing paid,Retraining,937,< 100 DM,< 1 year,4,Male : Married/Widowed,None,3,Car or other,27,None,Own,2,Unskilled - resident,1,No,Yes,0
0 - 200 DM,18,Critical account,Car (new),1056,< 100 DM,>= 7 years,3,Male : Single,Guarantor,3,Real estate,30,Bank,Own,2,Skilled employee,1,No,Yes,1
0 - 200 DM,12,Critical account,Car (new),3124,< 100 DM,< 1 year,1,Male : Single,None,3,Real estate,49,Bank,Own,2,Unskilled - resident,2,No,Yes,0
No checking account,9,Existing paid,Furniture/Equipment,1388,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,2,Real estate,26,None,Rent,1,Skilled employee,1,No,Yes,0
0 - 200 DM,36,Existing paid,Repairs,2384,< 100 DM,< 1 year,4,Male : Single,None,1,Unknown / No property,33,None,Rent,1,Unskilled - resident,1,No,Yes,1
No checking account,12,Existing paid,Car (new),2133,Unknown / No savings,>= 7 years,4,Female : Divorced/Separated/Married,None,4,Unknown / No property,52,None,Free,1,Management / Highly qualified,1,Yes,Yes,0
< 0 DM,18,Existing paid,Furniture/Equipment,2039,< 100 DM,1 - 4 years,1,Female : Divorced/Separated/Married,None,4,Real estate,20,Bank,Rent,1,Skilled employee,1,No,Yes,1
< 0 DM,9,Critical account,Car (new),2799,< 100 DM,1 - 4 years,2,Male : Single,None,2,Real estate,36,None,Rent,2,Skilled employee,2,No,Yes,0
< 0 DM,12,Existing paid,Furniture/Equipment,1289,< 100 DM,1 - 4 years,4,Male : Single,Guarantor,1,Building society savings / Life insurance,21,None,Own,1,Unskilled - resident,1,No,Yes,0
< 0 DM,18,Existing paid,Domestic appliances,1217,< 100 DM,1 - 4 years,4,Male : Married/Widowed,None,3,Real estate,47,None,Own,1,Unskilled - resident,1,Yes,Yes,1
< 0 DM,12,Critical account,Furniture/Equipment,2246,< 100 DM,>= 7 years,3,Male : Single,None,3,Building society savings / Life insurance,60,None,Own,2,Skilled employee,1,No,Yes,1
< 0 DM,12,Critical account,Radio/TV,385,< 100 DM,4 - 7 years,4,Female : Divorced/Separated/Married,None,3,Real estate,58,None,Own,4,Unskilled - resident,1,Yes,Yes,0
0 - 200 DM,24,Delay in past,Car (new),1965,Unknown / No savings,1 - 4 years,4,Female : Divorced/Separated/Married,None,4,Car or other,42,None,Rent,2,Skilled employee,1,Yes,Yes,0
No checking account,21,Existing paid,Business,1572,>= 1000 DM,>= 7 years,4,Female : Divorced/Separated/Married,None,4,Real estate,36,Bank,Own,1,Unskilled - resident,1,No,Yes,0
0 - 200 DM,24,Existing paid,Car (new),2718,< 100 DM,1 - 4 years,3,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,20,None,Rent,1,Unskilled - resident,1,Yes,Yes,1
< 0 DM,24,All paid this bank,Others,1358,Unknown / No savings,>= 7 years,4,Male : Single,None,3,Car or other,40,Stores,Own,1,Management / Highly qualified,1,Yes,Yes,1
0 - 200 DM,6,All paid this bank,Car (new),931,100 - 500 DM,< 1 year,1,Female : Divorced/Separated/Married,None,1,Building society savings / Life insurance,32,Stores,Own,1,Unskilled - resident,1,No,Yes,1
< 0 DM,24,Existing paid,Car (new),1442,< 100 DM,4 - 7 years,4,Female : Divorced/Separated/Married,None,4,Car or other,23,None,Rent,2,Skilled employee,1,No,Yes,1
0 - 200 DM,24,No credits / All paid,Business,4241,< 100 DM,1 - 4 years,1,Male : Single,None,4,Real estate,36,None,Own,3,Unskilled - resident,1,Yes,Yes,1
No checking account,18,Critical account,Car (new),2775,< 100 DM,4 - 7 years,2,Male : Single,None,2,Building society savings / Life insurance,31,Bank,Own,2,Skilled employee,1,No,Yes,1
No checking account,24,Delay in past,Business,3863,< 100 DM,1 - 4 years,1,Male : Single,None,2,Unknown / No property,32,None,Free,1,Skilled employee,1,No,Yes,0
0 - 200 DM,7,Existing paid,Radio/TV,2329,< 100 DM,< 1 year,1,Female : Divorced/Separated/Married,Guarantor,1,Real estate,45,None,Own,1,Skilled employee,1,No,Yes,0
0 - 200 DM,9,Existing paid,Furniture/Equipment,918,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,1,Building society savings / Life insurance,30,None,Own,1,Skilled employee,1,No,Yes,1
0 - 200 DM,24,All paid this bank,Education,1837,< 100 DM,4 - 7 years,4,Female : Divorced/Separated/Married,None,4,Unknown / No property,34,Bank,Free,1,Unskilled - resident,1,No,Yes,1
No checking account,36,Existing paid,Furniture/Equipment,3349,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,2,Car or other,28,None,Own,1,Management / Highly qualified,1,Yes,Yes,1
>= 200 DM,10,Existing paid,Furniture/Equipment,1275,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,2,Building society savings / Life insurance,23,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,24,All paid this bank,Furniture/Equipment,2828,500 - 1000 DM,1 - 4 years,4,Male : Single,None,4,Real estate,22,Stores,Own,1,Skilled employee,1,Yes,Yes,0
No checking account,24,Critical account,Business,4526,< 100 DM,1 - 4 years,3,Male : Single,None,2,Real estate,74,None,Own,1,Management / Highly qualified,1,Yes,Yes,0
0 - 200 DM,36,Existing paid,Radio/TV,2671,100 - 500 DM,1 - 4 years,4,Female : Divorced/Separated/Married,Co-applicant,4,Unknown / No property,50,None,Free,1,Skilled employee,1,No,Yes,1
No checking account,18,Existing paid,Radio/TV,2051,< 100 DM,< 1 year,4,Male : Single,None,1,Real estate,33,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,15,Existing paid,Car (used),1300,Unknown / No savings,>= 7 years,4,Male : Single,None,4,Unknown / No property,45,Bank,Free,1,Skilled employee,2,No,Yes,0
< 0 DM,12,Existing paid,Domestic appliances,741,100 - 500 DM,Unemployed,4,Female : Divorced/Separated/Married,None,3,Building society savings / Life insurance,22,None,Own,1,Skilled employee,1,No,Yes,1
>= 200 DM,10,Existing paid,Car (new),1240,100 - 500 DM,>= 7 years,1,Female : Divorced/Separated/Married,None,4,Unknown / No property,48,None,Free,1,Unskilled - resident,2,No,Yes,1
< 0 DM,21,Existing paid,Radio/TV,3357,>= 1000 DM,< 1 year,4,Female : Divorced/Separated/Married,None,2,Car or other,29,Bank,Own,1,Skilled employee,1,No,Yes,0
